text,label
Як можна отримати рекомендаційний лист від викладача?,0
готуйтесь до наслідків! мені байдуже на все!,1
БЛА БЛА БЛА,1
деканат відмовляється приймати заяву про зміну форми навчання!,0
"У душовій гуртожитку зламані замки, прошу відремонтувати",0
Прошу перевірити ситуацію: викладач виставив оцінку без проведення іспиту,0
хочу поскаржитись на неправомірне відрахування зі списку студентів,0
ок ок ок ок ок ок ок ок ок ок ок ок ок ок,1
"всі ви однакові, я напишу скрізь про вас!",1
"Я розчарований ставленням адміністрації до студентів, хочу подати офіційну скаргу",0
адміністрація не реагує на колективне звернення нашої групи,0
"всі ви тупі, це вам так не зійде",1
"Хочу поскаржитись на викладача з математики — він постійно запізнюється на 20-30 хвилин, будь ласка",0
"прошу пояснити, чому мені не нарахували стипендію цього місяця",0
щіщьфуьцвчймоівнчґьр!,1
"у комп'ютерному класі не працює половина комп'ютерів, неможливо виконувати лабораторні",0
test test test,1
"Лектор читає лекції зі старих слайдів 2010 року, матеріал застарілий",0
"всі ви недоумки, я напишу скрізь про вас!!!",1
Скільки пропусків допускається до заліку?,0
е е е ДЕБІЛИ І ДУРНІ! ОСЬ ТАК.,1
"У душовій гуртожитку зламані замки, прошу відремонтувати",0
Прошу перевірити умови проживання в кімнаті 214 — там є плісень на стінах,0
"Сусіди в гуртожитку систематично шумлять вночі, заважають відпочивати",0
