text,label
"Коротше кажучи, Zoom зараз працює круто, це відвал башки!",0
Я замахало стояти в черзі на кафедрі по три години!,2
Я не люблю стояти в черзі в читальному залі по три години!,2
Коли буде пара з охорони праці завтра?,1
"Мені здається, що ремонт в гуртожитку зробили круто, стало набагато краще.",0
"Я вважаю, що ця пара з історії була просто дуже круто.",0
"Добрий. Які документи потрібні, щоб замовити звіт по практиці?",1
Доброго дня! У кого можна проконсультуватися виписку?,1
"Ей, Мені здається, що ЕДЕБО зараз працює круто, просто кайф!",0
Добрий день. Оцінка з комп'ютерних мереж вже є. Спасибі!,0
Доброго дня! Я просто люблю пари по диплому!,0
Привіт. Чи працює деканат завтра?,1
Добрий день. Де знаходиться кабінет куратор?,1
"Мені здається, що розклад під час сесії складений просто гівно собаче.",2
"Коротше кажучи, сьогоднішній день просто це відвал башки. Все працює, дякую.",0
"Не очікував, що курсову зроблять так оперативно. Респект!",0
"Доброго вечора! Чесно кажучи, Google Meet зараз працює швидко, просто кайф!",0
"Привіт. Які документи потрібні, щоб проконсультуватися довідку?",1
Як мені зв'язатися з в бібліотеці?,1
Хто взагалі придумав цей wifi в універі? Це ж це просто пізда.,2
"На мою думку, ремонт в медпункті зробили швидко, стало набагато краще.",0
Доброго вечора! У кого можна відновити договір?,1
Дуже дякую за круто вирішену проблему в деканаті.,0
"Добрий. Підкажіть, де портал?",1
"Мені здається, що новий Moodle — це топ.",0
"Доброго дня! Зайшов в бухгалтерії, черги не було, все зробили швидко.",0
Добрий день. Нарешті проектор працює нормально! Величезне дякую,0
"Які документи потрібні, щоб відновити договір?",1
"Привіт. Добре, що проектор полагодили так якісно.",0
"Чесно кажучи, це хуйня повна, а не навчання.",2
Хто взагалі придумав цей портал? Це ж просто крінж.,2
Добрий. Коли буде пара з історії під час сесії?,1
"На мою думку, працювати в гуртожитку просто неможливо, постійно все не працює.",2
"Мені здається, що наш декан з фізики — супер.",0
"Ей, Треба отримати квитанцію про оплату, підкажіть куди йти.",1
"Проектор зараз працює якісно, годнота!",0
А чому пара по практиці на цьому тижні?,1
"Якщо чесно, умови в бібліотеці — це просто повний капець.",2
"Дякую, що допомогли запитати звіт по практиці. Дякую!",0
"Якщо чесно, ремонт на кафедрі зробили якісно, стало набагато краще.",0
"Ей, Чому знову Zoom зламався? Це неприпустимо.",2
"Коротше кажучи, нам потрібно більше інформації про характеристику.",1
Вітаю. Я просто просто обожнюю пари з економіки підприємства!,0
"Мене так бісить, коли сервер зависає.",2
Довго ще керівник практики буде знущатися на парі з математики? Задрали.,2
Ця пара з економіки підприємства була просто пушка.,0
Доброго дня! Спасибі за якісно вирішену проблему в аудиторії.,0
"На мою думку, розклад на вихідних складений просто це дно.",2
"Коротше кажучи, ця пара з економіки була просто дуже круто.",0
А лаборант з економіки підприємства буде на цьому тижні?,1
"Привіт. Добре, що Zoom полагодили так якісно.",0
Вітаю. Як знайти когось в читальному залі в кінці місяця?,1
Умови в медпункті — це просто це якийсь пиздець.,2
"На мою думку, ця пара з англійської була просто імба.",0
А керівник практики з математики буде зараз?,1
Привіт. Розкажіть про практику зранку.,1
"На мою думку, я не знаю, як відправити екзаменаційний лист.",1
"Добрий день. Я просто мене кумарить, коли професор з архітектури ПК так робить.",2
"Я просто в шоці, турнікет знову видає помилку. Задрали.",2
"Привіт. Не очікував, що договір зроблять так швидко. Дуже дякую!",0
"Ей, Чи буде сьогодні працювати Google Meet?",1
"Добрий. Стипендія прийшла, просто кайф!",0
"Я вважаю, що ця пара з економіки була просто супер.",0
Привіт. Коли буде пара з БД на вихідних?,1
"Я вважаю, що ця пара по диплому була просто це просто любов.",0
"Ей, Не можу здати характеристику, бо система лежить. Це жах.",2
"Мені здається, що нам потрібно більше інформації про довідку.",1
"Зайшов в гуртожитку, черги не було, все зробили швидко.",0
"Вітаю. Добре, що особистий кабінет полагодили так ідеально.",0
Агов! Вирішили моє питання в бухгалтерії дуже круто. Чудово.,0
Довго ще лаборант буде знущатися на парі з фізики? Відстій.,2
"Доброго дня! Я терпіти не можу цей Google Meet, він постійно лагає!",2
"Добрий. Які документи потрібні, щоб перевірити дипломну роботу?",1
Вже тиждень не можу отримати залік в деканаті. лютий крінж!,2
А чому пара з архітектури ПК сьогодні?,1
"Агов! Зайшов в аудиторії, черги не було, все зробили оперативно.",0
Довго ще керівник практики буде знущатися на парі з охорони праці? Задовбали.,2
Довго ще староста буде знущатися на парі з історії? Погано.,2
"Загалом, наш заввідділенням з англійської — просто кайф.",0
Знову wifi в універі лежить. Хуй вам.,2
"Я я в захваті від, як швидко все зробили в бухгалтерії. Дякую!",0
"Якщо чесно, ця пара по практиці була просто імба.",0
"Чесно кажучи, я не знаю, як завантажити квитанцію про оплату.",1
Опалення на кафедрі знову зависає. Сука.,2
Добрий день. Чому знову Google Meet тупить? Скільки можна терпіти цю хуйню?,2
Привіт. Скільки ще чекати на договір в їдальні? Це просто крінж.,2
Ця пара з охорони праці була просто це топ.,0
"Вітаю. Зайшов в аудиторії, черги не було, все зробили круто.",0
Нарешті Zoom працює нормально! Дякую,0
Виправте негайно ситуацію в медпункті! Це жах.,2
"Якщо чесно, умови в лабораторії — це просто це просто пізда.",2
Скільки ще чекати на звіт по практиці в гуртожитку? Це лютий крінж.,2
Знову та сама проблема: wifi в універі лежить.,2
"Коротше кажучи, все було офігенна, Спасибі!",0
"Дякую, що допомогли завантажити договір. Клас.",0
"Я вважаю, що вже тиждень не можу отримати виписку в гуртожитку. просто крінж!",2
"Загалом, мені здається, що новий Zoom — супер.",0
"Дуже радий, що професор пояснив все ідеально.",0
Чи можна перездати з англійської на великій перерві?,1
"Загалом, було б добре перенести пару з БД в кінці місяця.",1
А староста з фізри буде на вихідних?,1
"Агов! Не можу здати студентський, бо система тупить. Заїбало чекати.",2
Доброго дня! Чи працює деканат після обіду?,1
Добрий день. У кого можна забрати квитанцію про оплату?,1
"Чесно кажучи, мені здається, що новий чат-бот — супер.",0
"Дуже радий, що наш препод пояснив все швидко.",0
"Як на мене, розклад завтра складений просто це параша.",2
"Доброго вечора! Які документи потрібні, щоб дізнатися договір?",1
"Доброго вечора! Не очікував, що договір зроблять так круто. Дуже дякую!",0
"Як на мене, ремонт в медпункті зробили круто, стало набагато краще.",0
"Добрий день. Загалом, сайт зараз працює якісно, пушка!",0
Доброго вечора! Я просто просто обожнюю пари з архітектури ПК!,0
Довго ще викладач буде знущатися на парі з веб-розробки? Якась хуйня.,2
"Ей, Чому знову Moodle зависає? Зробіть вже нормально нарешті.",2
"Я вважаю, що чат-бот зараз працює чудово, імба!",0
Агов! Я Юля.,1
"Дякую, що допомогли проконсультуватися направлення. Найкращі!",0
"Агов! Треба отримати направлення, підкажіть куди йти.",1
А чому пара з веб-розробки зараз?,1
"Мені здається, що це це треш, а не навчання.",2
"Мені здається, що це гівно собаче, а не навчання.",2
"Я просто замахало, коли професор з комп'ютерних мереж так робить.",2
"Доброго вечора! Зайшов в їдальні, черги не було, все зробили швидко.",0
"Не можу здати залік, бо система наїбнувся. Ви там взагалі здуріли?",2
"Дякую, що допомогли скинути договір. Найкращі!",0
Агов! Нарешті wifi в універі працює нормально! Величезне дякую,0
Чи обов'язково приходити в деканаті завтра зранку?,1
Чому знову Google Classroom не працює? Що за херня відбувається?,2
Знову Google Classroom висне. Помри.,2
"Мені здається, що все було офігенна, Респект!",0
"Загалом, мені здається, що новий Google Meet — імба.",0
"Все було суперова, Дякую!",0
Агов! Оцінка з програмування вже є. Спасибі!,0
"Доброго вечора! Я замахало цей особистий кабінет, він постійно лагає!",2
"Я вважаю, що сьогоднішній день просто імба. Чудово.",0
А чому пара з права на цьому тижні?,1
"Агов! Не очікував, що обхідний лист зроблять так зрозуміло. Дуже дякую!",0
"Мені здається, що ремонт в бухгалтерії зробили зрозуміло, стало набагато краще.",0
"Клас, керівник практики поставив автомат з історії. Молодці.",0
Наш керівник практики по курсовій — просто кайф.,0
Знову та сама проблема: чат-бот зламався.,2
Агов! Респект за чудово вирішену проблему в лабораторії.,0
"Коротше кажучи, розклад на першій парі складений просто хуйня повна.",2
У кого можна замовити характеристику?,1
Привіт. Дякую за круто вирішену проблему в аудиторії.,0
Сука.,2
"Я обожнюю, як швидко все зробили в деканаті. Все ок.",0
"Я вважаю, що нам потрібно більше інформації про дипломну роботу.",1
"Агов! Зайшов в деканаті, черги не було, все зробили круто.",0
"Добрий день. Які документи потрібні, щоб перевірити обхідний лист?",1
"Я вважаю, що працювати в їдальні просто неможливо, постійно все лагає.",2
Скільки ще чекати на обхідний лист в аудиторії? Це просто жах.,2
"На мою думку, це це дно, а не навчання.",2
Вітаю. Я просто люблю пари з архітектури ПК!,0
"Я вважаю, що ремонт в гуртожитку зробили швидко, стало набагато краще.",0
"Все було офігенна, Респект!",0
А професор з охорони праці буде після обіду?,1
Оцінка з комп'ютерних мереж вже є. Величезне дякую!,0
"Ей, Як на мене, проектор зараз працює чітко, дуже круто!",0
Привіт. Скільки ще чекати на звіт по практиці в лабораторії? Це це треш.,2
"Мені здається, що розклад в кінці місяця складений просто це дно.",2
"Як на мене, сьогоднішній день просто пушка. Дякую!",0
А викладач з веб-розробки буде під час сесії?,1
"Ей, У кого можна отримати курсову?",1
Чи обов'язково приходити в деканаті на першій парі?,1
"Вітаю. Не можу здати дипломну роботу, бо система глючить. Заїбало чекати.",2
"Дякую, що допомогли забрати договір. Чудово.",0
Як знайти когось в медпункті на вихідних?,1
Опалення в гуртожитку знову глючить. Уйобки.,2
"Працювати в аудиторії просто неможливо, постійно все зависає.",2
Оцінка з англійської вже є. Респект!,0
А керівник диплому з права буде на першій парі?,1
Хто взагалі придумав цей особистий кабінет? Це ж це знущання.,2
Де шукати секретар в деканаті завтра зранку?,1
Чи можна перездати по курсовій на вихідних?,1
"Я вважаю, що сьогоднішній день просто це топ. Дякую!",0
Де шукати декан на першій парі?,1
"Коротше кажучи, сервер зараз працює оперативно, просто кайф!",0
Добрий день. Я Іван.,1
"Коротше кажучи, я не знаю, як оформити документи.",1
Опалення в аудиторії знову зламався. Да пішли ви.,2
Доброго дня! Чому зі мною так розмовляли в деканаті? Зробіть вже нормально нарешті.,2
"Вітаю. Підкажіть, де Google Classroom?",1
Хто взагалі придумав цей комп'ютери в аудиторії? Це ж просто крінж.,2
"Вітаю. Які документи потрібні, щоб запитати характеристику?",1
"Мені здається, що наш куратор з веб-розробки — це просто любов.",0
У кого можна перевірити заяву?,1
"Якщо чесно, сьогоднішній день просто дуже круто. Все працює, дякую.",0
"Агов! Я просто мене кумарить, коли керівник диплому з фізики так робить.",2
"Я вважаю, що ремонт в бухгалтерії зробили чітко, стало набагато краще.",0
"Агов! Підкажіть, де ЕДЕБО?",1
"Чесно кажучи, все було найкраща, Щиро дякую!",0
"Загалом, мені здається, що новий особистий кабінет — просто кайф.",0
Вітаю. Мене звати Максим.,1
А староста з фізри буде в кінці місяця?,1
А чому пара з програмування на першій парі?,1
"Дякую, що допомогли дізнатися залік. Респект вам.",0
"Агов! Які документи потрібні, щоб дізнатися практику?",1
У кого можна запитати заяву?,1
"Як на мене, ця пара по диплому була просто годнота.",0
"Я просто в шоці, особистий кабінет знову зламався. Йобаний насос.",2
"Доброго дня! Зайшов в бухгалтерії, черги не було, все зробили круто.",0
"Добрий день. Зайшов в лабораторії, черги не було, все зробили круто.",0
"Добрий. Я просто терпіти не можу, коли секретар в деканаті з програмування так робить.",2
Привіт. Як знайти когось в аудиторії зранку?,1
Доброго дня! Коли буде пара з БД на вихідних?,1
"Я просто в шоці, Google Meet знову лагає. Залупа.",2
"Доброго вечора! Стипендія прийшла, просто кайф!",0
"Ей, Якщо чесно, Google Meet зараз працює швидко, дуже круто!",0
"Доброго дня! Які документи потрібні, щоб відновити виписку?",1
"Стипендія прийшла, годнота!",0
Довго ще староста буде знущатися на парі з економіки підприємства? Якась хуйня.,2
"Якщо чесно, ремонт в деканаті зробили чудово, стало набагато краще.",0
"Привіт. Які документи потрібні, щоб відправити практику?",1
Було б добре перенести пару по курсовій зараз.,1
А чому пара з БД на вихідних?,1
Потрібна інфа.,1
"Вітаю. Не очікував, що дипломну роботу зроблять так швидко. Дякую!",0
Привіт. Нарешті комп'ютери в аудиторії працює нормально! Дякую,0
"Коротше кажучи, розклад на великій перерві складений просто це параша.",2
"Добре, що Moodle полагодили так чітко.",0
Чому зі мною так розмовляли в медпункті? Скільки можна терпіти цю хуйню?,2
"Мені здається, що вже тиждень не можу отримати характеристику на кафедрі. це треш!",2
"Доброго вечора! Як на мене, проектор зараз працює якісно, це просто любов!",0
"Ремонт на кафедрі зробили оперативно, стало набагато краще.",0
Добрий день. Розкажіть про практику завтра.,1
Добрий. Нарешті комп'ютери в аудиторії працює нормально! Респект,0
"Доброго вечора! Треба оформити довідку, підкажіть куди йти.",1
"Я вважаю, що умови в лабораторії — це просто просто жах.",2
У кого можна скинути виписку?,1
"Агов! Google Meet зараз працює чудово, просто кайф!",0
Доброго дня! Виправте негайно ситуацію в бібліотеці! Я розчарований.,2
"Якщо чесно, нам потрібно більше інформації про звіт по практиці.",1
"Які документи потрібні, щоб завантажити звіт по практиці?",1
"Не можу здати практику, бо система видає помилку. Скільки можна?",2
Привіт. Оцінка з фізики вже є. Респект!,0
Чи можна перездати з програмування завтра зранку?,1
Опалення в бібліотеці знову зависає. Йобаний стид.,2
"Агов! Я мене бісить цей wifi в універі, він постійно лагає!",2
Як знайти когось в аудиторії на першій парі?,1
"Ей, Вирішили моє питання в деканаті дуже оперативно. Найкращі!",0
"Я мені дуже подобається, як швидко все зробили в бібліотеці. Найкращі!",0
"Мені здається, що електронний журнал зараз працює круто, пушка!",0
Довго ще куратор буде знущатися на парі з економіки підприємства? Сука.,2
"Агов! Добре, що турнікет полагодили так ідеально.",0
"Добрий. Я мене дуже дратує цей сайт, він постійно висне!",2
"Я кайфую від, як швидко все зробили в їдальні. Найкращі!",0
"Коротше кажучи, ця пара з програмування була просто дуже круто.",0
"Я не знаю, як запитати обхідний лист.",1
"Підкажіть, чому не працює сайт?",1
Привіт. У кого можна забрати документи?,1
"Ей, Добре, що електронний журнал полагодили так ідеально.",0
"Ей, Зайшов в їдальні, черги не було, все зробили чітко.",0
Хто взагалі придумав цей сайт? Це ж хуйня повна.,2
Вирішили моє питання в лабораторії дуже якісно. Все ок.,0
Чи можна перездати з права на цьому тижні?,1
Де можна подивитися бали з математики?,1
"Доброго вечора! Треба замовити квитанцію про оплату, підкажіть куди йти.",1
Доброго дня! Вирішили моє питання в їдальні дуже якісно. Супер.,0
Який розклад?,1
"Коротше кажучи, це найгірша пара з БД за весь час.",2
"Я вважаю, що було б добре перенести пару по диплому в понеділок.",1
Де шукати куратор в кінці місяця?,1
А чому пара з математики на вихідних?,1
Вітаю. Чому зі мною так розмовляли в медпункті? Це жах.,2
"Агов! Добре, що Moodle полагодили так якісно.",0
"Добре, що турнікет полагодили так круто.",0
"На мою думку, працювати в бухгалтерії просто неможливо, постійно все видає помилку.",2
Де знаходиться кабінет методист?,1
Доброго вечора! Виправте негайно ситуацію в їдальні! Заїбало чекати.,2
Добрий. Виправте негайно ситуацію в медпункті! Це просто винос мозку.,2
"Мене так бісить, коли ЕДЕБО тупить.",2
Наш куратор з веб-розробки — це відвал башки.,0
Нарешті портал працює нормально! Щиро дякую,0
Дуже дякую за ідеально вирішену проблему в їдальні.,0
Добрий день. Вирішили моє питання в бухгалтерії дуже якісно. Супер.,0
"Дякую, що допомогли уточнити документи. Все ок.",0
"Чесно кажучи, вже тиждень не можу отримати квитанцію про оплату в бібліотеці. це якийсь пиздець!",2
"Якщо чесно, було б добре перенести пару з БД під час сесії.",1
"Я просто в шоці, wifi в універі знову лагає. Заїбали.",2
"Як на мене, наш куратор з веб-розробки — дуже круто.",0
Добрий. Коли буде пара з історії на першій парі?,1
Привіт. Як знайти когось в бухгалтерії сьогодні?,1
А керівник диплому з БД буде на цьому тижні?,1
"Мене так бісить, коли Google Meet зависає.",2
Як знайти когось в аудиторії після обіду?,1
"Я вважаю, що розклад на великій перерві складений просто гівно собаче.",2
А лаборант з фізики буде під час сесії?,1
Привіт. Чи працює деканат в кінці місяця?,1
"Ей, Не очікував, що заяву зроблять так зрозуміло. Величезне дякую!",0
Чи обов'язково приходити в бухгалтерії на цьому тижні?,1
Наш професор з архітектури ПК — це відвал башки.,0
Привіт. Оцінка з БД вже є. Респект!,0
"На мою думку, розклад завтра складений просто шляпа.",2
"Якщо чесно, умови в медпункті — це просто це дно.",2
"На мою думку, вже тиждень не можу отримати документи в бухгалтерії. хуйня повна!",2
"Я вважаю, що сьогоднішній день просто це відвал башки. Все працює, дякую.",0
Чи можна перездати з БД під час сесії?,1
"На мою думку, сьогоднішній день просто це топ. Молодці.",0
Чи обов'язково приходити в бібліотеці в понеділок?,1
"Як на мене, працювати в бібліотеці просто неможливо, постійно все глючить.",2
Чому зі мною так розмовляли в бухгалтерії? Зробіть щось.,2
Нарешті сервер працює нормально! Щиро дякую,0
"На мою думку, я не знаю, як уточнити звіт по практиці.",1
Чому обхідний лист робиться так довго?,1
"Я просто в шоці, чат-бот знову зависає. Йобаний стид.",2
"Привіт. Не можу здати дипломну роботу, бо система лежить. Ви там взагалі здуріли?",2
"Як на мене, умови в гуртожитку — це просто просто жах.",2
Чи обов'язково приходити в гуртожитку зараз?,1
"Я просто не люблю, коли керівник диплому з фізри так робить.",2
"Загалом, наш керівник диплому з програмування — це відвал башки.",0
"Доброго вечора! Треба замовити виписку, підкажіть куди йти.",1
"Працювати в їдальні просто неможливо, постійно все висне.",2
"Клас, викладач поставив автомат з комп'ютерних мереж. Все ок.",0
"Ей, Я просто мене бісить, коли наш препод з веб-розробки так робить.",2
"Клас, професор поставив автомат з економіки. Найкращі!",0
Чи обов'язково приходити в лабораторії в понеділок?,1
"Я вважаю, що розклад сьогодні складений просто шляпа.",2
"На мою думку, мені здається, що новий Moodle — просто кайф.",0
Агов! Виправте негайно ситуацію в лабораторії! Зробіть щось.,2
"Загалом, ця пара з БД була просто пушка.",0
"Я не знаю, як відновити квитанцію про оплату.",1
Доброго дня! Вирішили моє питання в читальному залі дуже швидко. Все ок.,0
"Коротше кажучи, було б добре перенести пару з архітектури ПК зараз.",1
"Клас, викладач поставив автомат з фізри. Все ок.",0
"Привіт. Добре, що ЕДЕБО полагодили так швидко.",0
"Можу тільки похвалити роботу в гуртожитку, все чудова.",0
Опалення в бухгалтерії знову глючить. Відстій.,2
"Якщо чесно, вже тиждень не можу отримати квитанцію про оплату в бухгалтерії. це треш!",2
"Ремонт в аудиторії зробили зрозуміло, стало набагато краще.",0
У кого можна завантажити направлення?,1
Вітаю. Нарешті проектор працює нормально! Дуже дякую,0
"На мою думку, наш керівник практики з історії — просто кайф.",0
"На мою думку, ця пара з фізики була просто це топ.",0
"Привіт. Зайшов в читальному залі, черги не було, все зробили швидко.",0
"Чесно кажучи, мені здається, що новий портал — імба.",0
Вітаю. Як знайти когось в медпункті в кінці місяця?,1
Привіт. Як знайти когось в їдальні в кінці місяця?,1
"Не можу здати звіт по практиці, бо система висне. Скільки можна терпіти цю хуйню?",2
"Доброго вечора! Добре, що wifi в універі полагодили так круто.",0
"Ей, Оцінка з фізри вже є. Респект!",0
Добрий день. Де знаходиться кабінет керівник диплому?,1
"Я вважаю, що наш професор з історії — просто кайф.",0
"Як на мене, ця пара з математики була просто годнота.",0
"Агов! Треба відправити дипломну роботу, підкажіть куди йти.",1
"Я люблю, як швидко все зробили в деканаті. Все ок.",0
"Як на мене, я не знаю, як дізнатися характеристику.",1
Вирішили моє питання в читальному залі дуже круто. Чудово.,0
Як знайти когось в бібліотеці завтра зранку?,1
Доброго дня! Нарешті портал працює нормально! Дякую,0
"Якщо чесно, вже тиждень не можу отримати направлення в аудиторії. шляпа!",2
"Я просто обожнюю, як швидко все зробили в бібліотеці. Все ок.",0
"Дякую, що допомогли отримати курсову. Все працює, дякую.",0
"Загалом, нам потрібно більше інформації про екзаменаційний лист.",1
Знову ЕДЕБО тупить. Сука.,2
Привіт. Я просто кайфую від пари по диплому!,0
"Дякую, що допомогли замовити дипломну роботу. Круто!",0
Було б добре перенести пару з фізри в кінці місяця.,1
Доброго дня! Як знайти когось в лабораторії після обіду?,1
Вітаю. Чому знову турнікет не працює? Це повне дно.,2
"Чесно кажучи, я не знаю, як завантажити практику.",1
Довго ще керівник практики буде знущатися на парі з права? Хуй вам.,2
"Я мене дуже дратує цей Google Classroom, він постійно тупить!",2
"Доброго вечора! Стипендія прийшла, годнота!",0
